Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN01425,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,19,Online,0,0,0,111.0,0,Not_Canceled
INN32087,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
INN12326,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,3,14,Corporate,1,0,16,65.0,1,Not_Canceled
INN27361,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
INN11198,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,65.0,0,Not_Canceled
INN02354,1,1,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,65.11,2,Not_Canceled
INN06063,2,0,2,5,Meal Plan 1,0,Room_Type 1,196,2017,8,16,Online,0,0,0,55.96,2,Not_Canceled
INN26378,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,Not_Canceled
INN24053,2,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,11,12,Online,0,0,0,99.17,2,Not_Canceled
INN15240,2,0,0,1,Meal Plan 1,0,Room_Type 4,65,2018,4,23,Online,0,0,0,118.8,0,Not_Canceled
INN30407,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2017,9,14,Online,0,0,0,105.0,2,Not_Canceled
INN30871,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,17,Offline,0,0,0,82.4,0,Not_Canceled
INN33907,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2017,12,31,Offline,0,0,0,115.0,0,Not_Canceled
INN34256,2,0,0,3,Meal Plan 1,0,Room_Type 1,67,2018,3,10,Online,0,0,0,78.3,1,Not_Canceled
INN20341,2,0,1,1,Meal Plan 1,0,Room_Type 1,103,2018,3,12,Offline,0,0,0,58.0,1,Not_Canceled
INN33204,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,2018,6,20,Online,0,0,0,121.5,1,Canceled
INN27038,2,0,2,2,Meal Plan 1,0,Room_Type 1,74,2018,4,17,Offline,0,0,0,75.0,0,Not_Canceled
INN21591,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled
INN17158,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2017,10,19,Corporate,0,0,0,95.0,0,Not_Canceled
INN30023,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
INN29562,2,0,0,1,Not Selected,0,Room_Type 1,17,2018,10,7,Online,0,0,0,135.0,2,Not_Canceled
INN21515,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73.0,0,Not_Canceled
INN02491,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,94.5,0,Canceled
INN06050,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,7,19,Online,0,0,0,134.33,2,Not_Canceled
INN33275,1,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,70.0,0,Not_Canceled
INN30226,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN34631,2,0,1,2,Not Selected,0,Room_Type 1,46,2018,12,16,Online,0,0,0,79.2,1,Not_Canceled
INN02879,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2017,8,18,Online,0,0,0,80.0,2,Not_Canceled
INN06577,2,0,0,2,Meal Plan 1,0,Room_Type 1,111,2018,7,14,Online,0,0,0,105.3,1,Not_Canceled
INN01831,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,95.0,1,Not_Canceled
INN25266,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2017,10,15,Online,0,0,0,72.76,1,Canceled
INN22852,1,0,0,1,Meal Plan 1,0,Room_Type 1,156,2018,8,11,Online,0,0,0,108.9,0,Canceled
INN32813,1,0,0,3,Meal Plan 1,0,Room_Type 1,68,2018,5,10,Online,0,0,0,121.5,0,Canceled
INN26837,1,0,1,1,Meal Plan 1,0,Room_Type 1,40,2018,1,25,Corporate,0,0,0,81.0,1,Not_Canceled
INN04686,2,0,0,3,Not Selected,0,Room_Type 1,179,2018,8,23,Online,0,0,0,91.5,0,Canceled
INN13541,1,0,2,0,Meal Plan 1,0,Room_Type 1,2,2017,9,27,Corporate,0,0,0,65.0,0,Canceled
INN27033,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,7,19,Online,0,0,0,123.9,0,Canceled
INN09747,2,0,0,2,Not Selected,0,Room_Type 1,160,2018,8,4,Online,0,0,0,94.5,0,Canceled
INN22939,3,0,0,4,Meal Plan 1,0,Room_Type 4,116,2018,7,6,Online,0,0,0,138.55,2,Not_Canceled
INN00174,2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,10,18,Online,0,0,0,91.48,1,Not_Canceled
INN30344,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,9,13,Corporate,0,0,0,65.0,0,Not_Canceled
INN02952,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
INN23359,2,0,1,2,Meal Plan 1,0,Room_Type 2,76,2018,3,14,Online,0,0,0,69.52,1,Not_Canceled
INN12447,2,0,0,3,Meal Plan 1,0,Room_Type 4,65,2018,9,7,Online,0,0,0,136.8,0,Canceled
INN10348,2,0,2,3,Not Selected,0,Room_Type 1,103,2018,7,14,Online,0,0,0,94.5,1,Not_Canceled
INN27754,2,2,2,6,Meal Plan 1,0,Room_Type 6,291,2018,12,24,Online,0,0,0,146.2,0,Not_Canceled
INN26524,2,0,1,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90.0,1,Not_Canceled
INN35072,2,0,0,4,Meal Plan 1,0,Room_Type 1,168,2018,7,26,Online,0,0,0,76.58,1,Not_Canceled
INN11533,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN15710,2,0,2,3,Meal Plan 1,0,Room_Type 1,8,2017,10,4,Online,0,0,0,133.6,3,Not_Canceled
INN04040,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70.0,0,Not_Canceled
INN08479,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
INN18159,2,0,0,4,Meal Plan 1,0,Room_Type 1,254,2018,10,12,Online,0,0,0,92.28,1,Canceled
INN20038,3,0,0,3,Meal Plan 1,0,Room_Type 4,50,2018,6,29,Online,0,0,0,150.3,0,Canceled
INN24514,2,2,0,1,Meal Plan 1,1,Room_Type 6,75,2018,1,2,Online,0,0,0,180.2,1,Not_Canceled
INN11620,2,0,2,1,Meal Plan 1,0,Room_Type 1,224,2018,10,29,Online,0,0,0,96.3,1,Canceled
INN09116,1,0,0,1,Meal Plan 1,0,Room_Type 1,37,2018,11,12,Offline,0,0,0,67.5,0,Not_Canceled
INN01119,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,15,Online,0,0,0,113.6,0,Canceled
INN01100,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2017,12,26,Offline,0,0,0,58.0,1,Not_Canceled
INN06405,2,0,1,1,Meal Plan 1,0,Room_Type 1,15,2018,12,10,Online,0,0,0,107.5,0,Not_Canceled
INN16648,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,3,14,Corporate,1,2,26,65.0,0,Not_Canceled
INN35425,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2018,9,9,Online,0,0,0,144.68,3,Not_Canceled
INN01565,3,1,0,3,Meal Plan 1,0,Room_Type 7,58,2018,7,27,Online,0,0,0,191.9,2,Not_Canceled
INN21688,1,0,1,3,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
INN24298,2,0,0,3,Meal Plan 1,0,Room_Type 1,13,2018,4,28,Online,0,0,0,137.67,1,Canceled
INN12526,2,0,0,1,Not Selected,0,Room_Type 1,129,2018,7,6,Online,0,0,0,112.5,0,Canceled
INN13512,2,2,1,2,Meal Plan 1,0,Room_Type 6,168,2018,7,4,Online,0,0,0,168.3,0,Canceled
INN30990,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
INN28567,1,0,0,2,Meal Plan 1,0,Room_Type 4,20,2018,2,9,Online,0,0,0,63.22,1,Not_Canceled
INN31525,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Canceled
INN36029,3,0,2,2,Meal Plan 1,0,Room_Type 6,12,2017,12,19,Offline,0,0,0,85.0,0,Not_Canceled
INN12383,2,2,0,4,Meal Plan 1,0,Room_Type 6,182,2018,12,27,Online,0,0,0,144.5,1,Canceled
INN07748,1,0,2,2,Meal Plan 1,0,Room_Type 4,35,2018,4,22,Online,0,0,0,118.8,0,Canceled
INN06674,2,0,1,2,Meal Plan 2,0,Room_Type 4,107,2018,6,20,Online,0,0,0,174.6,0,Canceled
INN34697,2,0,2,3,Meal Plan 1,0,Room_Type 4,192,2018,7,23,Online,0,0,0,99.45,0,Canceled
INN27392,2,2,0,4,Meal Plan 1,0,Room_Type 6,32,2018,6,8,Online,0,0,0,191.7,0,Canceled
INN31372,2,0,2,4,Meal Plan 1,0,Room_Type 4,28,2018,11,13,Online,0,0,0,96.9,3,Not_Canceled
INN32796,2,0,0,1,Meal Plan 1,0,Room_Type 7,0,2018,1,20,Complementary,1,3,10,0.0,1,Not_Canceled
INN28261,3,0,1,0,Meal Plan 1,0,Room_Type 4,24,2018,6,26,Online,0,0,0,147.0,1,Not_Canceled
INN21393,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,2,19,Offline,0,0,0,82.0,0,Not_Canceled
INN34025,2,0,0,2,Not Selected,0,Room_Type 1,4,2017,9,2,Online,0,0,0,73.92,1,Not_Canceled
INN36067,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,2018,12,8,Online,0,0,0,68.0,0,Not_Canceled
INN34876,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,2018,3,24,Online,0,0,0,117.6,0,Not_Canceled
INN27530,0,2,1,3,Meal Plan 1,0,Room_Type 2,102,2018,12,26,Online,0,0,0,101.34,0,Canceled
INN05262,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,4,13,Corporate,0,0,0,129.0,0,Not_Canceled
INN34610,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65.0,0,Not_Canceled
INN24795,2,0,0,4,Meal Plan 1,0,Room_Type 1,34,2018,10,26,Online,0,0,0,129.0,1,Canceled
INN14316,2,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,4,11,Online,0,0,0,101.0,1,Not_Canceled
INN03576,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90.0,0,Canceled
INN27026,2,0,0,3,Meal Plan 1,0,Room_Type 4,192,2018,9,15,Online,0,0,0,140.4,2,Canceled
INN11259,2,0,2,2,Meal Plan 2,1,Room_Type 4,191,2018,8,14,Online,0,0,0,153.5,1,Canceled
INN13764,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,76.0,0,Not_Canceled
INN33788,2,0,2,3,Meal Plan 1,0,Room_Type 4,38,2018,2,20,Online,0,0,0,69.44,0,Canceled
INN28703,2,0,0,1,Meal Plan 1,0,Room_Type 5,13,2018,7,21,Corporate,0,0,0,158.95,1,Not_Canceled
INN07491,2,0,0,1,Not Selected,0,Room_Type 1,55,2018,4,12,Online,0,0,0,94.5,0,Not_Canceled
INN03299,2,0,1,0,Not Selected,0,Room_Type 1,40,2018,10,2,Online,0,0,0,97.2,1,Canceled
INN03801,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
INN03236,2,0,0,2,Meal Plan 1,0,Room_Type 1,152,2018,8,10,Online,0,0,0,114.3,1,Canceled
INN24292,2,0,2,5,Meal Plan 1,0,Room_Type 1,35,2018,3,8,Online,0,0,0,81.9,1,Canceled
INN30645,2,0,1,4,Meal Plan 1,0,Room_Type 4,15,2017,12,30,Online,0,0,0,123.0,2,Not_Canceled
INN24101,2,0,2,1,Meal Plan 1,0,Room_Type 4,124,2018,7,16,Online,0,0,0,118.8,1,Canceled
INN13466,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110.0,0,Canceled
INN23258,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,96.3,0,Canceled
INN20775,1,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,11,7,Online,0,0,0,197.0,2,Not_Canceled
INN21602,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2017,12,31,Offline,0,0,0,129.5,0,Not_Canceled
INN10495,1,0,0,1,Meal Plan 1,0,Room_Type 1,24,2018,2,24,Online,0,0,0,85.0,2,Not_Canceled
INN13878,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,2018,3,26,Online,0,0,0,144.33,0,Canceled
INN21924,1,0,1,0,Meal Plan 1,0,Room_Type 1,110,2018,10,9,Offline,0,0,0,120.0,0,Not_Canceled
INN31693,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,28,Offline,1,0,9,45.0,2,Not_Canceled
INN08866,2,0,1,2,Meal Plan 1,0,Room_Type 1,141,2018,6,3,Offline,0,0,0,132.0,0,Not_Canceled
INN06489,1,0,2,1,Not Selected,0,Room_Type 1,31,2018,10,2,Online,0,0,0,114.3,1,Canceled
INN07317,2,0,1,1,Not Selected,0,Room_Type 1,14,2018,1,23,Online,0,0,0,69.5,1,Not_Canceled
INN29724,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,10,26,Offline,0,0,0,90.0,1,Not_Canceled
INN08495,1,0,2,2,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,1,2,1,110.0,0,Not_Canceled
INN21351,1,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,100.0,0,Canceled
INN02672,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,2018,6,28,Offline,0,0,0,76.5,0,Not_Canceled
INN22700,2,0,1,3,Meal Plan 1,0,Room_Type 1,184,2018,10,17,Online,0,0,0,90.9,2,Not_Canceled
INN20123,2,0,1,2,Meal Plan 1,0,Room_Type 4,53,2018,4,25,Online,0,0,0,119.1,1,Canceled
INN23368,2,0,0,2,Not Selected,0,Room_Type 1,111,2018,8,12,Online,0,0,0,107.1,1,Not_Canceled
INN04274,2,0,1,2,Not Selected,0,Room_Type 1,47,2018,2,26,Online,0,0,0,72.5,0,Not_Canceled
INN05223,1,0,0,4,Meal Plan 1,0,Room_Type 4,33,2018,10,5,Online,0,0,0,157.5,1,Canceled
INN15537,2,0,0,3,Meal Plan 1,0,Room_Type 4,99,2018,5,26,Online,0,0,0,140.4,0,Not_Canceled
INN29131,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Not_Canceled
INN07704,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
INN10730,2,0,2,2,Not Selected,0,Room_Type 1,18,2018,12,2,Online,0,0,0,76.29,0,Not_Canceled
INN27885,2,1,0,1,Meal Plan 1,0,Room_Type 1,135,2018,8,13,Online,0,0,0,130.5,1,Not_Canceled
INN16960,2,0,2,5,Not Selected,0,Room_Type 1,173,2018,7,8,Online,0,0,0,80.75,0,Canceled
INN01151,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,5,Online,0,0,0,133.0,1,Canceled
INN13644,2,2,1,2,Meal Plan 1,0,Room_Type 6,79,2018,4,4,Online,0,0,0,162.3,2,Not_Canceled
INN16836,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,93.0,1,Not_Canceled
INN24345,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94.5,0,Not_Canceled
INN19989,2,0,1,2,Not Selected,0,Room_Type 1,64,2018,3,11,Online,0,0,0,51.97,1,Not_Canceled
INN02549,2,1,1,2,Meal Plan 1,0,Room_Type 1,109,2018,5,23,Online,0,0,0,143.1,0,Canceled
INN32970,1,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,6,20,Corporate,1,0,1,95.0,0,Not_Canceled
INN35828,2,0,2,3,Meal Plan 1,0,Room_Type 1,87,2017,7,26,Online,0,0,0,58.9,0,Canceled
INN35694,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
INN18822,2,0,0,4,Meal Plan 1,0,Room_Type 4,131,2018,9,28,Online,0,0,0,126.36,0,Canceled
INN29223,2,0,0,4,Meal Plan 1,0,Room_Type 1,7,2018,10,18,Online,0,0,0,160.0,1,Not_Canceled
INN23020,2,0,0,1,Not Selected,0,Room_Type 1,44,2018,10,5,Online,0,0,0,108.0,0,Not_Canceled
INN26529,2,0,2,5,Meal Plan 1,0,Room_Type 1,100,2018,4,8,Online,0,0,0,86.09,1,Not_Canceled
INN11132,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,7,3,Online,0,0,0,117.9,0,Canceled
INN08800,2,0,1,2,Not Selected,0,Room_Type 1,11,2017,10,9,Online,0,0,0,139.33,1,Not_Canceled
INN14660,2,0,0,2,Meal Plan 1,1,Room_Type 1,159,2018,7,19,Online,0,0,0,105.3,0,Canceled
INN09651,2,1,0,3,Meal Plan 1,0,Room_Type 1,280,2018,12,6,Online,0,0,0,94.5,2,Canceled
INN18378,2,0,2,1,Meal Plan 1,0,Room_Type 1,222,2018,9,3,Online,0,0,0,99.6,1,Not_Canceled
INN10667,2,0,2,4,Meal Plan 1,0,Room_Type 1,135,2018,9,8,Offline,0,0,0,80.75,0,Not_Canceled
INN07401,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,10,15,Online,0,0,0,135.0,1,Not_Canceled
INN30518,1,0,1,2,Meal Plan 1,0,Room_Type 1,279,2018,10,10,Offline,0,0,0,76.5,1,Not_Canceled
INN15035,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,0,0,0,110.0,0,Canceled
INN31415,2,0,2,2,Not Selected,0,Room_Type 1,35,2018,2,19,Online,0,0,0,84.35,1,Not_Canceled
INN29084,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,4,15,Online,0,0,0,96.3,1,Not_Canceled
INN07158,2,1,1,3,Meal Plan 1,0,Room_Type 4,166,2018,6,23,Online,0,0,0,110.37,2,Canceled
INN33541,2,0,1,3,Not Selected,0,Room_Type 1,156,2018,7,7,Online,0,0,0,100.63,0,Canceled
INN04246,2,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,3,29,Offline,0,0,0,75.0,0,Not_Canceled
INN22733,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,12,19,Online,1,0,1,89.5,1,Not_Canceled
INN27363,1,0,1,3,Meal Plan 1,0,Room_Type 1,18,2017,9,7,Online,0,0,0,123.5,0,Not_Canceled
INN26601,1,0,0,3,Meal Plan 1,0,Room_Type 1,4,2017,9,22,Offline,0,0,0,111.2,1,Not_Canceled
INN29198,2,0,0,4,Meal Plan 1,0,Room_Type 4,186,2018,7,26,Online,0,0,0,103.7,0,Canceled
INN07415,2,0,2,4,Meal Plan 1,0,Room_Type 1,9,2017,8,23,Online,0,0,0,90.0,2,Not_Canceled
INN29341,2,0,1,2,Meal Plan 1,0,Room_Type 1,37,2018,3,11,Offline,0,0,0,63.0,0,Not_Canceled
INN16819,2,0,2,3,Meal Plan 1,0,Room_Type 1,44,2018,3,12,Online,0,0,0,78.26,0,Canceled
INN27220,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,2017,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
INN31667,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,6,28,Offline,0,0,0,85.6,0,Not_Canceled
INN27918,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,2,27,Offline,0,0,0,65.0,0,Not_Canceled
INN23349,2,0,1,5,Meal Plan 1,0,Room_Type 4,142,2018,9,20,Online,0,0,0,143.1,0,Canceled
INN06232,1,0,1,4,Meal Plan 1,0,Room_Type 1,36,2018,12,21,Online,0,0,0,88.4,2,Not_Canceled
INN17075,1,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,18,Offline,0,0,0,85.0,0,Not_Canceled
INN11820,3,0,0,4,Meal Plan 1,0,Room_Type 4,105,2018,8,24,Online,0,0,0,150.3,0,Canceled
INN30372,2,0,1,3,Not Selected,0,Room_Type 1,144,2018,6,27,Online,0,0,0,80.75,0,Not_Canceled
INN27718,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
INN33223,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65.0,1,Not_Canceled
INN13132,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN11641,3,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,4,20,Online,0,0,0,130.05,0,Not_Canceled
INN10825,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,11,29,Corporate,0,0,0,79.0,1,Not_Canceled
INN28483,1,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,9,2,Online,0,0,0,104.4,1,Not_Canceled
INN16989,2,1,0,3,Meal Plan 1,0,Room_Type 1,131,2018,6,30,Online,0,0,0,112.5,0,Canceled
INN06738,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled
INN07480,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2017,10,7,Corporate,0,0,0,65.0,0,Not_Canceled
INN16364,2,0,2,0,Meal Plan 1,0,Room_Type 1,31,2017,10,18,Online,0,0,0,96.3,0,Not_Canceled
INN14061,1,0,1,0,Not Selected,0,Room_Type 1,35,2018,9,26,Online,0,0,0,99.0,0,Canceled
INN30579,2,1,2,3,Meal Plan 1,0,Room_Type 1,15,2018,3,12,Online,0,0,0,116.2,2,Not_Canceled
INN20436,2,0,2,1,Not Selected,0,Room_Type 1,8,2017,12,27,Online,0,0,0,77.92,1,Not_Canceled
INN19582,2,0,0,1,Meal Plan 1,0,Room_Type 4,8,2017,10,22,Complementary,0,0,0,0.0,0,Not_Canceled
INN30660,1,0,1,2,Not Selected,0,Room_Type 1,6,2018,5,9,Offline,0,0,0,85.0,0,Not_Canceled
INN17375,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,5,10,Online,0,0,0,98.56,1,Not_Canceled
INN18878,2,0,0,1,Not Selected,0,Room_Type 1,35,2018,11,22,Online,0,0,0,79.2,1,Not_Canceled
INN16145,2,0,0,4,Meal Plan 2,0,Room_Type 1,58,2017,12,23,Offline,0,0,0,58.3,0,Not_Canceled
INN24721,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,12,21,Corporate,1,3,23,67.0,0,Not_Canceled
INN19141,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
INN36125,3,0,0,3,Meal Plan 1,0,Room_Type 4,32,2018,3,24,Online,0,0,0,159.3,0,Canceled
INN13207,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
INN36237,2,0,0,3,Meal Plan 1,0,Room_Type 4,21,2018,3,8,Online,0,0,0,73.03,1,Not_Canceled
INN35715,2,0,1,3,Meal Plan 1,0,Room_Type 4,290,2018,12,1,Online,0,0,0,86.7,0,Canceled
INN24991,2,0,0,2,Not Selected,0,Room_Type 1,142,2018,7,1,Online,0,0,0,85.5,0,Canceled
INN01402,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
INN25555,2,0,1,3,Meal Plan 1,0,Room_Type 4,102,2018,5,5,Online,0,0,0,132.6,1,Not_Canceled
INN01357,2,0,0,3,Meal Plan 1,0,Room_Type 4,29,2018,4,14,Offline,0,0,0,90.95,0,Not_Canceled
INN07148,1,0,2,1,Meal Plan 1,0,Room_Type 1,24,2017,12,5,Corporate,0,0,0,47.0,0,Not_Canceled
INN00117,3,0,2,5,Meal Plan 1,0,Room_Type 4,40,2018,4,22,Online,0,0,0,135.76,0,Canceled
INN34852,3,0,0,1,Meal Plan 1,0,Room_Type 4,118,2018,7,20,Online,0,0,0,137.7,1,Not_Canceled
INN20507,2,1,0,1,Meal Plan 1,0,Room_Type 1,37,2018,3,25,Online,0,0,0,143.1,1,Canceled
INN33598,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90.0,0,Canceled
INN11063,1,0,0,1,Meal Plan 1,0,Room_Type 1,86,2018,4,27,Online,0,0,0,85.5,1,Not_Canceled
INN18347,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,2,Corporate,1,0,3,65.0,0,Not_Canceled
INN15459,2,0,1,2,Meal Plan 1,0,Room_Type 1,149,2018,6,10,Online,0,0,0,120.0,1,Not_Canceled
INN06781,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,4,16,Online,0,0,0,125.0,0,Not_Canceled
INN11861,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN19870,2,0,0,3,Meal Plan 1,0,Room_Type 1,256,2018,10,20,Online,0,0,0,96.3,3,Not_Canceled
INN07285,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,Canceled
INN33122,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,2018,11,11,Complementary,0,0,0,9.0,0,Not_Canceled
INN36026,2,0,1,1,Meal Plan 1,0,Room_Type 1,64,2018,8,6,Online,0,0,0,154.1,1,Not_Canceled
INN11873,2,1,2,3,Meal Plan 1,0,Room_Type 1,150,2018,8,28,Online,0,0,0,118.62,1,Not_Canceled
INN17079,2,0,2,5,Meal Plan 1,1,Room_Type 4,125,2018,7,31,Online,0,0,0,126.51,0,Not_Canceled
INN10587,1,0,3,7,Meal Plan 1,0,Room_Type 1,11,2018,11,18,Online,0,0,0,76.93,1,Canceled
INN14724,2,0,2,2,Not Selected,0,Room_Type 1,23,2018,10,16,Online,0,0,0,91.63,1,Not_Canceled
INN11721,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1,Canceled
INN33595,2,0,1,3,Not Selected,0,Room_Type 1,12,2017,9,24,Online,0,0,0,178.5,1,Not_Canceled
INN23194,2,0,1,2,Not Selected,0,Room_Type 1,3,2018,3,25,Online,0,0,0,135.67,1,Not_Canceled
INN35505,2,0,1,1,Meal Plan 1,0,Room_Type 2,19,2017,12,26,Online,0,0,0,86.75,1,Not_Canceled
